date,heart_rate_mean,heart_rate_min,heart_rate_max,heart_rate_std,hrv_mean,hrv_min,hrv_max,hrv_std,steps_sum,steps_max,resting_hr_mean,vo2max_mean,respiratory_rate_mean,respiratory_rate_min,respiratory_rate_max,spo2_percent_mean,spo2_percent_min,active_energy_cal_sum,basal_energy_cal_sum,distance_walk_run_m_sum,flights_sum,exercise_minutes_sum,stand_minutes_sum,sleeping_wrist_temp_degF_mean,sleep_minutes_sum
2019-12-08,90.12867118133936,48.0,153.0,23.183212503770037,19.01976794582393,15.498,25.3932,4.739477886064656,57584.0,427.0,75.895410082769,34.25,20.5,20.5,20.5,0.99,0.99,568.719,17062.743,26.344107727,1341.0,1329.0,2714.0,96.2188,22.149999999999913
2019-12-09,93.4848493883792,45.0,137.0,20.79637141498708,23.309868348623855,15.498,32.2762,8.372418629658004,63395.0,377.0,75.0,34.25,20.5,20.5,20.5,0.9900000000000001,0.99,531.63,16951.47,19.026253613,1329.0,1308.0,2624.0,96.2188,21.799999999999912
2019-12-10,92.43228320610687,54.0,140.0,16.275747991221287,20.98801320610687,18.5068,32.2762,4.504262060284357,127646.0,741.0,90.85496183206106,34.25,20.5,20.5,20.5,0.9900000000000001,0.99,517.188,18676.436,56.098037915,1456.0,1310.0,2454.0,96.2188,21.833333333333247
2019-12-11,87.9253086419753,53.0,124.0,14.497256717891812,22.063099999999995,22.0631,22.0631,0.0,98608.0,435.0,82.15802469135802,34.25,20.5,20.5,20.5,0.99,0.99,818.256,22155.821,43.2085628246,1621.0,1620.0,3384.0,96.2188,26.999999999999893
2019-12-12,96.07822263914947,42.0,128.0,13.722676008353861,17.805226579111945,15.4475,22.0631,2.4599469788007506,128859.0,401.0,95.17198248905567,34.25,20.5,20.5,20.5,0.99,0.99,666.553,21823.875,50.39641534,1599.0,1599.0,3690.0,96.2188,26.649999999999896
2019-12-13,97.22182306878307,61.0,119.0,12.160910152776225,19.84762328042328,14.7246,25.8457,5.224359379859276,52572.0,356.0,84.0,34.25,20.5,20.5,20.5,0.99,0.99,330.371,13719.401,16.809115739,945.0,945.0,1388.0,96.2188,15.749999999999938
2019-12-14,86.72494048174048,50.0,114.0,11.527684971216708,31.616381662781663,14.7246,41.4148,9.166799104886758,71220.0,460.0,69.89277389277389,34.25,20.5,20.5,20.5,0.9899999999999999,0.99,420.924,15810.575,18.340305339,1287.0,1287.0,1834.0,96.2188,21.449999999999914
2019-12-15,77.93630573248407,53.0,108.0,10.906939578385494,41.4148,41.4148,41.4148,0.0,73318.0,283.0,55.0,34.25,20.5,20.5,20.5,0.99,0.99,324.446,15860.258,31.713405034,1099.0,1099.0,1471.0,96.2188,18.316666666666595
2019-12-16,81.0595987012987,53.0,113.0,16.18524026130777,38.39658008658009,23.0672,41.4148,6.804472524136863,112759.0,408.0,56.27272727272727,34.25,20.5,20.5,20.5,0.9900000000000001,0.99,562.275,16560.285,32.120806938,2023.0,1386.0,2361.0,96.2188,23.09999999999991
2019-12-17,93.4366424535916,57.0,138.0,13.771759883942732,23.0672,23.0672,23.0672,0.0,117277.0,449.0,83.0,34.25,20.5,20.5,20.5,0.9899999999999999,0.99,517.724,15105.605,36.047960132,1426.0,1239.0,2693.0,96.2188,20.649999999999917
2019-12-18,82.34326241134752,49.0,118.0,17.142241258490127,23.0672,23.0672,23.0672,0.0,57638.0,346.0,80.84397163120568,34.25,20.5,20.5,20.5,0.9900000000000001,0.99,293.715,8638.904,21.740428248,961.0,705.0,1364.0,96.2188,11.749999999999954
2019-12-19,90.6885876216968,45.0,131.0,13.092358276984688,20.114482336578583,17.3602,23.0672,2.8527666478755926,151504.0,441.0,72.75521557719054,34.25,20.5,20.5,20.5,0.9899999999999999,0.99,700.257,14211.352,31.753171933,1863.0,1438.0,2931.0,96.2188,23.966666666666573
2019-12-20,93.79416409290646,54.0,148.0,16.481341125986855,16.779862623979913,7.95102,21.8074,2.9068220441742514,85993.0,459.0,70.73258003766479,34.25,20.5,20.5,20.5,0.99,0.99,604.894,19159.75,29.904797083000002,1718.0,1593.0,2566.0,96.2188,26.549999999999894
2019-12-21,85.65563248355264,62.0,145.0,12.799549255134837,23.320671710526316,20.3953,47.3847,7.209096434971124,76414.0,425.0,84.0,34.25,20.5,20.5,20.5,0.9899999999999999,0.99,564.435,15751.864,23.891363653,1662.0,1216.0,2293.0,96.2188,20.266666666666588
2019-12-22,82.69352791878173,55.0,113.0,11.685698055227594,47.3847,47.3847,47.3847,0.0,86857.0,458.0,66.89213197969544,34.25,20.5,20.5,20.5,0.99,0.99,616.293,30817.673000000003,31.08949115,1576.0,1576.0,2978.0,96.21879999999999,26.266666666666563
2019-12-23,81.32118607954546,43.0,122.0,13.837977304508904,47.64229573863636,21.7995,56.4092,8.956491938576233,116232.0,420.0,65.4112215909091,34.25,20.5,20.5,20.5,0.9900000000000001,0.99,436.676,24013.857,31.827922186,1408.0,1408.0,2145.0,96.2188,23.466666666666573
2019-12-24,79.71625544267054,49.0,104.0,11.044113561346023,56.40919999999999,56.4092,56.4092,0.0,118859.0,422.0,68.00072568940493,34.25,20.5,20.5,20.5,0.99,0.99,566.486,24536.727,31.708100331,1921.0,1378.0,2988.0,96.21880000000002,22.966666666666576
2019-12-25,93.37300530679934,44.0,140.729,20.490936784339738,28.68467562189055,23.5365,56.4092,11.845099665655585,53961.0,292.0,69.59701492537313,34.25,20.5,20.5,20.5,0.99,0.99,4527.78,19761.392,20.694789451,1942.0,1206.0,2522.0,96.2188,20.09999999999992
2019-12-26,91.16852822902797,56.0,155.296,19.92258047915472,37.08109926764314,23.9433,44.7395,9.25409638105774,119432.0,441.0,73.27762982689747,34.25,20.5,20.5,20.5,0.99,0.99,3998.206,25765.571,54.820673844,1516.0,1502.0,3158.0,96.21880000000002,25.033333333333236
2019-12-27,84.10697674418604,56.0,144.0,13.773836443483734,29.8402,29.8402,29.8402,0.0,64882.0,470.0,67.0,34.25,20.5,20.5,20.5,0.9899999999999999,0.99,429.386,23902.419,19.810790994,1290.0,1290.0,1990.0,96.2188,21.499999999999915
2019-12-28,90.87391982071713,48.0,148.194,21.33005610554967,28.783169123505978,17.3548,29.8402,3.4773816354445866,161561.0,744.0,67.0,34.25,20.5,20.5,20.5,0.99,0.99,3463.995,8834.485,40.949243668,2027.0,1004.0,2921.0,96.2188,16.733333333333267
2019-12-29,81.65725891043398,52.0,110.0,11.486453941805916,22.687778762696215,17.3548,25.5588,3.914747248649056,38805.0,327.0,64.38411819021238,34.25,20.5,20.5,20.5,0.9900000000000001,0.99,336.763,15845.519,17.122638617,1093.0,1083.0,1770.0,96.2188,18.04999999999993
2019-12-30,89.14622801302932,47.0,124.0,13.734911786395948,27.210253094462544,25.5588,34.2254,3.405088536982985,73846.0,392.0,69.04641693811075,34.25,20.5,20.5,20.5,0.99,0.99,532.696,15004.868,27.443756515,1229.0,1228.0,2144.0,96.2188,20.466666666666587
2019-12-31,81.61708837555886,55.0,140.0,11.77299252802385,33.39177481371088,33.3129,34.2254,0.2565171794679688,75766.0,382.0,69.40760059612519,34.25,20.5,20.5,20.5,0.99,0.99,476.388,18195.034,27.837272933,1624.0,1342.0,2023.0,96.2188,22.36666666666658
2020-01-01,82.17309039943939,51.0,121.0,12.390452559784954,33.3129,33.3129,33.3129,0.0,146475.0,675.0,65.51156271899089,34.25,20.5,20.5,20.5,0.99,0.99,634.67,16719.107,40.507103165,1682.0,1427.0,3036.0,96.21880000000002,23.78333333333324
2020-01-02,81.0961090309822,42.0,129.0,18.06860017064703,20.44770372445616,8.31227,63.1234,18.218380237390296,173839.0,606.0,68.97692814765985,34.25,20.5,20.5,20.5,0.99,0.99,636.746,18040.396,41.558267099,2006.0,1517.0,2859.0,96.2188,25.283333333333232
2020-01-03,77.06443298969072,50.0,111.0,11.670901691036308,63.123400000000004,63.1234,63.1234,0.0,82456.0,580.0,62.0,34.25,20.5,20.5,20.5,0.9899999999999999,0.99,324.242,14492.323,16.86439744,1164.0,1164.0,1953.0,96.2188,19.399999999999924
2020-01-04,80.22268470343393,61.0,102.0,10.685677011847513,63.1234,63.1234,63.1234,0.0,64592.0,504.0,73.70135275754423,34.25,20.5,20.5,20.5,0.99,0.99,327.575,11249.192000000001,16.038758672,961.0,961.0,1579.0,96.2188,16.0166666666666
2020-01-05,81.73823529411764,55.0,114.0,11.959496119088856,63.1234,63.1234,63.1234,0.0,46218.0,426.0,60.21666666666667,34.25,20.5,20.5,20.5,0.99,0.99,342.934,13804.163,18.630226945,1020.0,1020.0,1510.0,96.2188,16.999999999999932
2020-01-06,94.15853483742535,64.0,134.0,15.739568087075181,44.554418447246185,17.3988,63.1234,22.463014196763254,142599.0,507.0,68.43463835434639,34.25,20.5,20.5,20.5,0.99,0.99,604.157,16980.826,28.947950616,1615.0,1507.0,2620.0,96.2188,25.116666666666568
2020-01-07,86.19644152777778,41.0,117.0,11.624115577469016,18.55582888888889,17.3988,32.4076,3.9279592503570804,134228.0,603.0,73.0,34.25,20.5,20.5,20.5,0.99,0.99,643.096,16350.192,33.18776733,1914.0,1440.0,2541.0,96.21880000000002,23.999999999999904
2020-01-08,82.36672051696284,50.0,159.0,14.092474036976652,32.4076,32.4076,32.4076,0.0,87066.0,296.0,74.9361873990307,34.25,20.5,20.5,20.5,0.9899999999999999,0.99,483.483,14639.631,28.68747736,2059.0,1238.0,2638.0,96.2188,20.63333333333325
2020-01-09,76.67806831200487,48.0,100.0,9.606058753159585,20.928225228519192,16.9669,32.4076,6.7454625235257195,180966.0,542.0,57.0,34.25,20.5,20.5,20.5,0.99,0.99,745.639,18276.713,43.473731437,1705.0,1641.0,3481.0,96.2188,27.34999999999989
2020-01-10,74.76954255935148,40.0,135.0,13.931721390934147,16.9669,16.9669,16.9669,0.0,158900.0,602.0,56.72379849449913,34.25,20.5,20.5,20.5,0.99,0.99,801.275,17908.127,32.113691158,1897.0,1727.0,4170.0,96.2188,28.783333333333218
2020-01-11,73.48484848484848,44.0,137.0,11.941688147037034,16.9669,16.9669,16.9669,0.0,52590.0,511.0,58.73939393939394,34.25,20.5,20.5,20.5,0.99,0.99,399.839,11394.883,19.324215286,990.0,990.0,1634.0,96.2188,16.499999999999936
2020-01-12,88.62855196850394,50.0,136.0,17.361091253338685,20.545518267716535,16.9669,24.4297,3.7297395635481263,96142.0,644.0,77.0,34.25,20.5,20.5,20.5,0.99,0.99,506.397,17118.267,22.740881622,1271.0,1270.0,2614.0,96.2188,21.166666666666583
2020-01-13,93.86353631694791,45.0,142.0,17.02526018601714,24.4297,24.4297,24.4297,0.0,61608.0,405.0,76.87894350696992,34.25,20.5,20.5,20.5,0.9899999999999999,0.99,520.172,19019.251,26.541984821,1456.0,1363.0,2897.0,96.2188,22.716666666666576
2020-01-14,80.55387924757282,52.0,118.0,15.948244183029548,29.1093286407767,24.4297,31.078,3.036156200172293,196462.0,572.0,52.70509708737864,34.25,20.5,20.5,20.5,0.99,0.99,909.754,15356.559,42.140915634,2673.0,1648.0,3535.0,96.2188,27.46666666666656
2020-01-15,79.33356545961003,50.0,115.0,13.370653343522344,31.078,31.078,31.078,0.0,129748.0,511.0,59.35515320334262,34.25,20.5,20.5,20.5,0.9900000000000001,0.99,740.255,13833.931,30.47143667,2218.0,1436.0,3216.0,96.2188,23.933333333333238
2020-01-16,83.11726975308643,56.0,112.0,12.964869513030916,36.47491790123457,24.3066,98.4975,13.876021301753177,68674.0,392.0,69.27777777777777,34.25,20.5,20.5,20.5,0.99,0.99,586.054,23049.376,28.234185508,1620.0,1620.0,2719.0,96.2188,26.999999999999893
2020-01-17,74.90065146579805,51.0,103.0,12.228531559035366,48.274,48.274,48.274,0.0,77529.0,468.0,56.0,34.25,20.5,20.5,20.5,0.99,0.99,484.50600000000003,15334.4,30.696827997,1300.0,1228.0,2471.0,96.2188,20.466666666666587
2020-01-18,74.27183673469388,49.0,112.0,14.247075103084526,48.274,48.274,48.274,0.0,86804.0,423.0,55.92979591836735,34.25,20.5,20.5,20.5,0.99,0.99,422.236,14993.014,28.489689424,1225.0,1225.0,2215.0,96.2188,20.416666666666586
2020-01-19,84.5825250977326,44.0,115.0,16.016956740862888,40.34338146989836,19.0427,48.274,13.002298272741108,60942.0,414.0,61.5426114151681,34.25,20.5,20.5,20.5,0.99,0.99,393.666,17602.583,26.123986263,1753.0,1279.0,2329.0,96.2188,21.31666666666658
2020-01-20,79.09370816599733,44.0,109.0,12.847836371747762,19.0427,19.0427,19.0427,0.0,102016.0,543.0,60.0140562248996,34.25,20.5,20.5,20.5,0.99,0.99,606.488,18527.341,33.85309221,1510.0,1494.0,2893.0,96.2188,24.899999999999903
2020-01-21,92.07955656639766,61.0,119.0,13.078766159515707,20.912423184152605,19.0427,27.078,3.3857911496222,65283.0,421.0,75.78650036683786,34.25,20.5,20.5,20.5,0.9899999999999999,0.99,491.63,18587.675,22.880283875,1363.0,1363.0,2071.0,96.2188,22.716666666666576
2020-01-22,87.855694692904,53.0,132.0,16.290204324380376,32.743379367918905,14.3473,46.5017,14.67558337720326,99398.0,645.0,72.16279069767442,34.25,20.5,20.5,20.5,0.99,0.99,678.429,22146.668999999998,27.188081201,1871.0,1677.0,3132.0,96.2188,27.94999999999989
2020-01-23,95.00604195088678,63.0,132.0,14.957096779307689,30.657339017735335,27.0278,39.4069,3.6587892102110007,167530.0,689.0,68.11732605729877,34.25,20.5,20.5,20.5,0.99,0.99,682.66,16242.822,49.928772931,1591.0,1466.0,2919.0,96.21879999999999,24.433333333333238
2020-01-24,90.38222467263957,46.0,147.0,15.964091947366402,29.618722467263954,22.7788,30.5629,2.5421555778685105,155029.0,737.0,80.08339076498966,34.25,20.5,20.5,20.5,0.99,0.99,569.249,16536.861,44.517999116,1454.0,1451.0,3496.0,96.2188,24.183333333333238
2020-01-25,89.73189522342065,49.0,120.0,13.199690994775413,22.7788,22.7788,22.7788,0.0,140082.0,548.0,73.71802773497689,34.25,20.5,20.5,20.5,0.99,0.99,474.307,18554.745,55.357458783,1796.0,1298.0,2435.0,96.2188,21.633333333333248
2020-01-26,99.68833597246127,49.0,149.0,17.261527228464328,24.554480189328743,9.45714,61.5005,9.107834605010213,77379.0,391.0,71.25817555938038,34.25,20.5,20.5,20.5,0.9899999999999999,0.99,358.523,15659.048,27.3306012,1173.0,1162.0,1537.0,96.2188,19.36666666666659
2020-01-27,110.38061758793971,56.0,187.0,29.92469041767355,22.18311444723618,11.9752,61.5005,18.213949703695793,80335.0,530.0,77.5929648241206,34.25,20.5,20.5,20.5,0.99,0.99,303.215,8600.774,22.92776995,1106.0,796.0,1746.0,96.2188,13.266666666666614
2020-01-28,98.47087077315209,63.0,129.0,11.534337202686796,14.993726355140186,7.59111,43.2807,12.984478141707678,100604.0,496.0,89.22599830076466,34.25,20.5,20.5,20.5,0.99,0.99,463.257,16273.615,33.130761634,1275.0,1177.0,2374.0,96.2188,19.61666666666659
2020-01-29,93.35648569299553,51.0,139.0,16.971728397988734,45.491653055141576,43.2807,48.879,2.737672353032699,121391.0,393.0,73.0,34.25,20.5,20.5,20.5,0.99,0.99,535.392,14600.397,36.077203772,1848.0,1342.0,3045.0,96.2188,22.36666666666658
2020-01-30,89.56378482362592,55.0,134.0,11.065503746562111,47.95144249384741,29.3843,48.879,4.151654132619383,76061.0,392.0,83.16488925348646,34.25,20.5,20.5,20.5,0.99,0.99,555.498,14154.432999999999,25.23425609,1367.0,1219.0,2710.0,96.2188,20.316666666666585
2020-01-31,75.91509433962264,56.0,88.0,14.950150771355244,29.3843,29.3843,29.3843,0.0,4383.0,196.0,81.0,34.25,20.5,20.5,20.5,0.99,0.99,11.141,3273.567,1.84037464,106.0,106.0,106.0,96.2188,1.7666666666666597
2020-02-01,85.616371875,55.0,123.0,12.517083328884008,34.657737734375004,29.3843,35.819,2.475607449696752,97224.0,511.0,66.49453125,34.25,20.5,20.5,20.5,0.99,0.99,413.711,18297.072,36.805813377,1280.0,1280.0,2242.0,96.2188,21.33333333333325
2020-02-02,94.10837004405286,55.0,133.0,16.22922414894513,35.819,35.819,35.819,0.0,51431.0,481.0,68.48281938325991,34.25,20.5,20.5,20.5,0.9900000000000001,0.99,348.678,15249.489,20.301077564,1135.0,1135.0,1589.0,96.2188,18.916666666666593
2020-02-03,86.92999025578563,54.0,132.0,16.403997333856562,24.167067478684533,13.621,35.819,7.154759336681505,46661.0,510.0,73.72472594397077,34.25,20.5,20.5,20.5,0.99,0.99,271.373,12244.061,19.818472711000002,1677.0,821.0,1270.0,96.2188,13.683333333333279
2020-02-04,95.43269908386188,63.0,173.0,19.99224678284835,19.8368,19.8368,19.8368,0.0,136150.0,465.0,80.14517265680057,34.25,20.5,20.5,20.5,0.99,0.99,442.719,18282.792,49.61595587,1783.0,1419.0,2780.0,96.2188,23.649999999999906
2020-02-05,94.47007329842931,57.0,130.0,17.767347329058147,16.92686439790576,16.6967,19.8368,0.8186970720860793,168665.0,453.0,81.69334330590875,34.25,20.5,20.5,20.5,0.9899999999999999,0.99,608.633,14421.882,43.515920518,1485.0,1337.0,2752.0,96.2188,22.283333333333246
2020-02-06,99.25447160385627,60.0,132.0,12.82759024864872,25.39019973707274,16.6967,45.4086,12.535733999292832,134830.0,477.0,90.0,34.25,20.5,20.5,20.5,0.9899999999999999,0.99,536.741,14803.969,41.100184539,1525.0,1141.0,2266.0,96.2188,19.01666666666659
2020-02-07,87.25229357798165,56.0,180.0,21.751067213952336,17.3835,17.3835,17.3835,0.0,62653.0,257.0,74.02844036697248,34.25,20.5,20.5,20.5,0.9899999999999999,0.99,353.377,15030.153,22.431187645,1090.0,1090.0,2300.0,96.2188,18.166666666666593
2020-02-08,90.93666041347626,47.0,120.0,13.624376882926935,29.942226416539054,17.3835,51.5137,8.684109309112367,146786.0,479.0,76.38820826952526,34.25,20.5,20.5,20.5,0.99,0.99,489.074,17392.439,52.289979144,1307.0,1306.0,2289.0,96.2188,21.76666666666658
2020-02-09,58.0,58.0,58.0,0.0,51.5137,51.5137,51.5137,0.0,4680.0,477.0,79.0,34.25,20.5,20.5,20.5,0.9900000000000001,0.99,31.049,2201.685,1.908929718,132.0,132.0,132.0,96.2188,2.1999999999999913
2020-02-10,92.75881021194606,52.0,155.0,24.052268022890228,43.812210982658954,23.3653,51.5137,12.55482032795865,98979.0,393.0,75.87764932562621,34.25,20.5,20.5,20.5,0.9899999999999999,0.99,327.235,12448.642,31.463134676,1058.0,1038.0,2130.0,96.2188,17.29999999999993
2020-02-11,103.59744140625,54.0,143.0,17.09412571994383,11.727107366071428,10.9216,23.3653,3.0635150339999018,104363.0,528.0,92.61160714285714,34.25,20.5,20.5,20.5,0.99,0.99,344.825,10629.001,30.56980497,1010.0,896.0,1589.0,96.2188,14.933333333333273
2020-02-12,111.75623875598086,63.0,152.0,16.379868522964546,21.85141390749601,9.71548,27.8265,6.975502531539597,135098.0,432.0,95.725677830941,34.25,20.5,20.5,20.5,0.99,0.99,529.322,14933.075,33.934496037,1268.0,1254.0,2479.0,96.2188,20.899999999999917
2020-02-13,99.95159837877671,69.0,149.0,8.86243025136237,20.265883050847457,17.2735,24.2113,2.002828814969578,125090.0,427.0,94.0,34.25,20.5,20.5,20.5,0.9900000000000001,0.99,505.379,16040.117,42.65711363,1897.0,1357.0,2591.0,96.2188,22.61666666666658
2020-02-14,93.95646268656716,60.0,118.0,14.309253899932953,22.042614776119404,19.3092,26.5295,3.3715119813023566,59665.0,405.0,98.76119402985074,34.25,20.5,20.5,20.5,0.9899999999999999,0.99,188.538,9888.765,16.974578196,678.0,670.0,1020.0,96.2188,11.166666666666622
2020-02-15,101.3740757894737,62.0,120.0,11.035144996812571,14.89914847368421,6.11351,26.5295,6.039473378378327,66613.0,400.0,99.0,34.25,20.5,20.5,20.5,0.99,0.99,287.608,13778.143,24.192147196,950.0,950.0,1357.0,96.2188,15.83333333333327
2020-02-16,101.91079637883007,65.0,115.0,8.325978535254976,32.30056824512535,18.7991,40.7883,9.921054302882714,30111.0,222.0,95.91364902506963,34.25,20.5,20.5,20.5,0.9900000000000001,0.99,178.729,11288.172,13.35468374,718.0,718.0,971.0,96.2188,11.966666666666619
2020-02-17,102.22865152542373,60.0,147.0,14.470941620616887,30.28468854237288,14.1443,40.7883,9.71482079849948,143913.0,431.0,93.57152542372881,34.25,20.5,20.5,20.5,0.99,0.99,541.451,17220.25,27.741266588,2413.0,1475.0,2290.0,96.2188,24.583333333333236
2020-02-18,99.02677921686748,58.0,133.0,13.596220525109361,19.87840233433735,12.4084,32.3197,8.26631614143843,139180.0,436.0,89.22289156626506,34.25,20.5,20.5,20.5,0.99,0.99,542.639,16063.606,44.917852274,1419.0,1328.0,2302.0,96.2188,22.133333333333244
2020-02-19,92.30373328424153,57.0,139.0,11.444054656565475,34.027111119293075,19.5,53.7445,11.660883557017389,99982.0,324.0,79.9322533136966,34.25,20.5,20.5,20.5,0.9900000000000001,0.99,433.429,18932.461,37.647516825,1358.0,1358.0,2159.0,96.2188,22.633333333333244
2020-02-20,99.93745851364064,54.0,148.0,20.839986113687402,22.367914487300094,21.9723,37.5391,2.4503391995785857,123155.0,572.0,69.0,34.25,20.5,20.5,20.5,0.9899999999999999,0.99,470.081,12454.432999999999,37.045189888,1145.0,1063.0,2167.0,96.2188,17.716666666666598
2020-02-21,84.48021525198939,56.0,115.0,11.041556048599412,26.47239973474801,15.7331,28.7179,4.327301818506101,54150.0,422.0,70.20822281167109,34.25,20.5,20.5,20.5,0.9900000000000001,0.99,219.987,10279.358,20.03566348,754.0,754.0,1272.0,96.2188,12.566666666666617
2020-02-22,92.56373420698925,67.0,132.0,12.663339471477963,21.740000940860217,17.5116,29.7232,4.645167566493802,162982.0,605.0,76.79569892473118,34.25,20.5,20.5,20.5,0.9899999999999999,0.99,528.518,17194.412,40.8793164,2161.0,1488.0,2585.0,96.2188,24.7999999999999
2020-02-23,97.03632070365359,64.0,137.0,14.380219692557626,25.985833288227337,23.9752,29.7232,2.742181901528636,143454.0,590.0,71.24830852503383,34.25,20.5,20.5,20.5,0.99,0.99,566.875,18708.751,49.481679731,1488.0,1478.0,2507.0,96.21879999999999,24.633333333333237
2020-02-24,89.34838759367193,53.0,130.0,12.042974960673314,37.23954446294754,23.4261,44.304,7.178311544280779,81650.0,426.0,79.0,34.25,20.5,20.5,20.5,0.99,0.99,412.54,17775.438000000002,36.284383525,1586.0,1201.0,1917.0,96.2188,20.016666666666588
2020-02-25,85.78439547270305,55.0,114.0,10.229799979637555,32.968129826897474,23.4261,42.5867,9.58660824945381,101787.0,639.0,75.15845539280959,34.25,20.5,20.5,20.5,0.99,0.99,270.499,9275.329,21.7195986,998.0,751.0,1417.0,96.21880000000002,12.516666666666618
2020-02-26,91.84294545454546,56.0,129.0,12.295306880509957,36.734529574223245,19.237,42.5867,10.001914604509976,87683.0,504.0,74.52934407364788,34.25,20.5,20.5,20.5,0.99,0.99,374.36,11960.394,30.01215359,1085.0,869.0,1670.0,96.2188,14.483333333333276
2020-02-27,90.0350065620542,53.0,115.0,10.625102375087925,22.73396305278174,15.5161,62.2254,14.384886933580527,112507.0,551.0,77.1904422253923,34.25,20.5,20.5,20.5,0.99,0.99,418.409,16872.803,28.32866759,1424.0,1402.0,2283.0,96.2188,23.366666666666575
2020-02-28,102.46504408945687,63.0,151.0,16.599879473777456,26.14040926517572,15.9736,62.2254,11.691493758417849,94624.0,339.0,74.42598509052183,34.25,20.5,20.5,20.5,0.99,0.99,336.748,10331.313,27.59601603,1039.0,939.0,1559.0,96.2188,15.649999999999938
2020-02-29,94.56316465256798,61.0,134.0,12.209683364771312,30.572535146022155,15.9736,39.9042,9.042328910635163,83572.0,295.0,85.27089627391742,34.25,20.5,20.5,20.5,0.99,0.99,304.206,12487.719,24.205561044,1027.0,993.0,1451.0,96.2188,16.549999999999933
2020-03-01,94.17480165745856,58.0,146.0,15.536585794245797,23.047934806629833,12.5062,28.6493,6.314215580231772,85771.0,514.0,83.12154696132596,34.25,20.5,20.5,20.5,0.99,0.99,311.64,8563.505,18.25678584,1070.0,724.0,1246.0,96.2188,12.066666666666618
2020-03-02,100.40291672325975,71.0,132.0,10.25291599961318,23.64853064516129,15.3867,28.4226,3.9493784305207784,114058.0,495.0,89.0,34.25,20.5,20.5,20.5,0.99,0.99,451.741,15404.641,35.65195522,1178.0,1178.0,2101.0,96.2188,19.633333333333255
2020-03-03,97.483295,53.0,165.0,16.63718544248582,19.8774191,12.6639,52.4723,13.125664204012748,137272.0,528.0,84.08,34.25,20.5,20.5,20.5,0.99,0.99,474.388,11899.701000000001,43.707132365,1277.0,1000.0,1693.0,96.2188,16.6666666666666
2020-03-04,90.82011813070976,63.0,118.0,9.438078609071171,30.9302607167955,12.696,33.725,6.265534437721748,121096.0,437.0,75.65144061841181,34.25,20.5,20.5,20.5,0.99,0.99,487.096,15798.064,41.075834523,2364.0,1423.0,3401.0,96.2188,23.716666666666573
2020-03-05,88.66695131164744,58.0,156.0,12.05896205349739,25.842563273871985,12.696,26.4941,2.9282189358831885,96075.0,420.0,79.88982161594963,34.25,20.5,20.5,20.5,0.99,0.99,352.413,9482.173999999999,31.234371225,1114.0,953.0,1472.0,96.2188,15.88333333333327
2020-03-06,84.02356001749781,59.0,151.0,13.863469366858219,38.77020174978128,19.2403,54.8566,15.781155633276551,150007.0,542.0,73.0,34.25,20.5,20.5,20.5,0.99,0.99,482.625,13982.685,44.670334369,1608.0,1143.0,2074.0,96.2188,19.049999999999926
2020-03-07,85.03934764826177,66.0,123.0,9.64081229228249,33.66558588957055,19.2403,47.9511,9.191643215520152,59330.0,243.0,72.00511247443762,34.25,20.5,20.5,20.5,0.99,0.99,259.696,17477.794,22.640105434,978.0,978.0,1163.0,96.21880000000002,16.299999999999937
2020-03-08,79.45190312228968,60.0,103.0,9.766628061409143,42.534501040763224,22.1811,47.9511,6.902706762899785,93077.0,465.0,68.24371205550737,34.25,20.5,20.5,20.5,0.99,0.99,441.92,21468.618000000002,31.438803495,1178.0,1153.0,2193.0,96.2188,19.21666666666659
2020-03-09,100.38542813321648,58.0,154.0,18.759665413754206,31.812207800175287,22.1811,32.4341,2.156460246529053,154303.0,685.0,76.68711656441718,34.25,20.5,20.5,20.5,0.9899999999999999,0.99,476.465,22336.685,56.35896952,1145.0,1141.0,2506.0,96.2188,19.01666666666659
2020-03-10,89.86653581943081,54.0,117.0,13.311067852679104,25.088385672227673,21.8024,31.5931,4.6255155977215265,51294.0,456.0,83.0,34.25,20.5,20.5,20.5,0.99,0.99,279.861,18841.21,14.665766062,1019.0,1019.0,1704.0,96.2188,16.983333333333267
2020-03-11,87.78694526051476,55.0,134.0,15.756463844812496,20.96409026993095,20.5806,21.8024,0.567173308275412,139438.0,656.0,84.38731952291275,34.25,20.5,20.5,20.5,0.99,0.99,777.96,27233.704,49.894573285,2729.0,1593.0,3215.0,96.2188,26.549999999999894
2020-03-12,85.98878879310345,56.0,142.0,18.648089644190378,46.306111278735635,20.5806,48.6589,6.772950006008563,117194.0,423.0,79.0,34.25,20.5,20.5,20.5,0.99,0.99,467.462,19328.183,23.872464681,1857.0,1392.0,2666.0,96.21879999999999,23.199999999999907
2020-03-13,81.12945589558956,50.0,118.0,11.097393968772263,37.33686795679568,28.5159,53.8069,7.704323247073976,114524.0,386.0,64.36453645364537,34.25,20.5,20.5,20.5,0.9900000000000001,0.99,428.837,21370.821,44.76942658,1117.0,1111.0,2719.0,96.2188,18.516666666666595
2020-03-14,104.47451414309484,70.0,146.0,26.272068685079795,47.099169550748755,17.1583,53.8069,14.183441325476037,110890.0,717.0,82.93843594009984,34.25,20.5,20.5,20.5,0.99,0.99,329.192,6488.408,24.92842818,722.0,601.0,1255.0,96.2188,10.016666666666627
